,tube_assembly_id,supplier,bracket_pricing,quantity,cost,component_id_1_name,component_1_weight,quantity_1,component_id_2_name,component_2_weight,quantity_2,component_id_3_name,component_3_weight,quantity_3,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_2x,end_a,end_x,year,month,day
1957,TA-01286,S-0066,Yes,10,4.860257174,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,174,6,19.05,N,N,EF-008,EF-008,2013,7,933
1958,TA-01286,S-0066,Yes,25,3.711266783,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,174,6,19.05,N,N,EF-008,EF-008,2013,7,933
1959,TA-01286,S-0066,Yes,50,3.396894109,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,174,6,19.05,N,N,EF-008,EF-008,2013,7,933
1960,TA-01286,S-0066,Yes,100,3.255009097,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,174,6,19.05,N,N,EF-008,EF-008,2013,7,933
1961,TA-01286,S-0066,Yes,250,3.171547326,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,174,6,19.05,N,N,EF-008,EF-008,2013,7,933
1962,TA-01287,S-0066,Yes,1,21.25771326,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1963,TA-01287,S-0066,Yes,2,11.69299422,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1964,TA-01287,S-0066,Yes,5,5.953606383,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1965,TA-01287,S-0066,Yes,10,4.039549752,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1966,TA-01287,S-0066,Yes,25,2.89334142,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1967,TA-01287,S-0066,Yes,50,2.576186687,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1968,TA-01287,S-0066,Yes,100,2.434301675,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1969,TA-01287,S-0066,Yes,250,2.350839904,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,99,3,19.05,N,N,EF-008,EF-008,2013,7,933
1970,TA-01292,S-0066,Yes,1,22.90747428,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1971,TA-01292,S-0066,Yes,2,13.34275524,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1972,TA-01292,S-0066,Yes,5,7.603367404,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1973,TA-01292,S-0066,Yes,10,5.692092832,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1974,TA-01292,S-0066,Yes,25,4.543102441,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1975,TA-01292,S-0066,Yes,50,4.225947708,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1976,TA-01292,S-0066,Yes,100,4.086844756,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1977,TA-01292,S-0066,Yes,250,4.000600925,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0035,12.7,0.89,218,7,38.1,N,N,EF-003,EF-003,2013,4,828
1978,TA-01293,S-0072,Yes,1,5.572464292,SLEEVE-FITTING,0.009,1,NUT-FITTING,0.006,1,NUT-SWIVEL,0.044,1,SP-0029,15.88,1.65,83,2,50.8,N,N,EF-018,EF-003,2013,1,747
1979,TA-01296,S-0072,Yes,1,7.873227133,SLEEVE-FITTING,0.009,1,NUT-FITTING,0.006,1,CONNECTOR-SEAL,0.125,1,SP-0029,15.88,1.65,68,2,50.8,N,N,EF-018,EF-003,2014,5,1237
1980,TA-01301,S-0066,Yes,1,23.63359169,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1981,TA-01301,S-0066,Yes,2,14.06887265,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1982,TA-01301,S-0066,Yes,5,8.332266877,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1983,TA-01301,S-0066,Yes,10,6.418210246,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1984,TA-01301,S-0066,Yes,25,5.269219855,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1985,TA-01301,S-0066,Yes,50,4.954847182,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1986,TA-01301,S-0066,Yes,100,4.81296217,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1987,TA-01301,S-0066,Yes,250,4.729500398,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0029,25.4,2.41,130,5,63.5,N,N,EF-003,EF-003,2013,12,1067
1988,TA-01302,S-0066,Yes,1,29.0558248,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1989,TA-01302,S-0066,Yes,2,17.19590703,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1990,TA-01302,S-0066,Yes,5,10.07939997,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1991,TA-01302,S-0066,Yes,10,7.709085648,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1992,TA-01302,S-0066,Yes,25,6.284671411,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1993,TA-01302,S-0066,Yes,50,5.878490789,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1994,TA-01302,S-0066,Yes,100,5.689310773,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1995,TA-01302,S-0066,Yes,250,5.57802841,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1996,TA-01303,S-0066,Yes,1,29.0558248,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1997,TA-01303,S-0066,Yes,2,17.19590703,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1998,TA-01303,S-0066,Yes,5,10.07939997,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
1999,TA-01303,S-0066,Yes,10,7.709085648,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
2000,TA-01303,S-0066,Yes,25,6.284671411,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
2001,TA-01303,S-0066,Yes,50,5.878490789,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
2002,TA-01303,S-0066,Yes,100,5.689310773,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
2003,TA-01303,S-0066,Yes,250,5.57802841,NUT-SWIVEL,0.035,1,SLEEVE-ORFS,0.012,1,ELBOW-90 DEG,0.118,1,SP-0029,19.05,2.11,99,3,50.8,N,N,EF-003,EF-003,2013,10,1005
2004,TA-01305,S-0066,Yes,1,22.30654952,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0029,12.7,1.65,122,5,25.4,N,N,EF-003,EF-003,2014,1,1118
2005,TA-01305,S-0066,Yes,2,12.74183048,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0029,12.7,1.65,122,5,25.4,N,N,EF-003,EF-003,2014,1,1118
2006,TA-01305,S-0066,Yes,5,7.002442648,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0029,12.7,1.65,122,5,25.4,N,N,EF-003,EF-003,2014,1,1118
2007,TA-01305,S-0066,Yes,10,5.091168075,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0029,12.7,1.65,122,5,25.4,N,N,EF-003,EF-003,2014,1,1118
2008,TA-01305,S-0066,Yes,25,3.942177685,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0029,12.7,1.65,122,5,25.4,N,N,EF-003,EF-003,2014,1,1118
2009,TA-01305,S-0066,Yes,50,3.627805011,NUT-SWIVEL,0.036,2,SLEEVE-ORFS,0.129,2,,nan,0,SP-0029,12.7,1.65,122,5,25.4,N,N,EF-003,EF-003,2014,1,1118
2010,TA-01306,S-0066,Yes,1,21.61103476,NUT-SWIVEL,0.015,2,SLEEVE-ORFS,0.022,2,,nan,0,SP-0029,9.52,1.24,68,2,31.75,N,N,EF-003,EF-003,2014,1,1118
2011,TA-01306,S-0066,Yes,2,12.04631572,NUT-SWIVEL,0.015,2,SLEEVE-ORFS,0.022,2,,nan,0,SP-0029,9.52,1.24,68,2,31.75,N,N,EF-003,EF-003,2014,1,1118
2012,TA-01306,S-0066,Yes,5,6.309709943,NUT-SWIVEL,0.015,2,SLEEVE-ORFS,0.022,2,,nan,0,SP-0029,9.52,1.24,68,2,31.75,N,N,EF-003,EF-003,2014,1,1118
2013,TA-01306,S-0066,Yes,10,4.395653311,NUT-SWIVEL,0.015,2,SLEEVE-ORFS,0.022,2,,nan,0,SP-0029,9.52,1.24,68,2,31.75,N,N,EF-003,EF-003,2014,1,1118
2014,TA-01306,S-0066,Yes,25,3.24666292,NUT-SWIVEL,0.015,2,SLEEVE-ORFS,0.022,2,,nan,0,SP-0029,9.52,1.24,68,2,31.75,N,N,EF-003,EF-003,2014,1,1118
2015,TA-01306,S-0066,Yes,50,2.932290247,NUT-SWIVEL,0.015,2,SLEEVE-ORFS,0.022,2,,nan,0,SP-0029,9.52,1.24,68,2,31.75,N,N,EF-003,EF-003,2014,1,1118
2016,TA-01307,S-0066,Yes,1,21.62772711,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2017,TA-01307,S-0066,Yes,2,12.06300807,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2018,TA-01307,S-0066,Yes,5,6.326402297,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2019,TA-01307,S-0066,Yes,10,4.412345665,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2020,TA-01307,S-0066,Yes,25,3.263355275,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2021,TA-01307,S-0066,Yes,50,2.948982601,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2022,TA-01307,S-0066,Yes,100,2.807097589,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2023,TA-01307,S-0066,Yes,250,2.723635817,NUT-INV FLARED,0.2,2,,nan,0,,nan,0,SP-0039,7.94,0.71,117,4,25.4,N,N,EF-008,EF-008,2013,8,944
2024,TA-01312,S-0066,Yes,1,28.99740156,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2025,TA-01312,S-0066,Yes,2,17.13748379,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2026,TA-01312,S-0066,Yes,5,10.02097673,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2027,TA-01312,S-0066,Yes,10,7.647880349,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2028,TA-01312,S-0066,Yes,25,6.226248171,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2029,TA-01312,S-0066,Yes,50,5.817285489,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2030,TA-01312,S-0066,Yes,100,5.630887532,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2031,TA-01312,S-0066,Yes,250,5.51960517,NUT-SWIVEL,0.129,1,SLEEVE-ORFS,0.002,1,CONNECTOR-SEAL,0.067,1,SP-0029,25.4,1.65,112,4,63.5,N,N,EF-003,EF-003,2013,10,1005
2032,TA-01325,S-0066,Yes,1,20.58723703,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2033,TA-01325,S-0066,Yes,2,11.02251799,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2034,TA-01325,S-0066,Yes,5,5.28313015,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2035,TA-01325,S-0066,Yes,10,3.371855578,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2036,TA-01325,S-0066,Yes,25,2.222865187,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2037,TA-01325,S-0066,Yes,50,1.908492513,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2038,TA-01325,S-0066,Yes,100,1.766607502,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2039,TA-01325,S-0066,Yes,250,1.680363671,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0019,6.35,0.71,26,2,19.05,N,N,EF-008,EF-008,2013,7,919
2040,TA-01329,S-0072,Yes,1,14.36377091,NUT-SWIVEL,0.129,2,SLEEVE-ORFS,0.002,2,,nan,0,SP-0028,25.4,1.65,74,3,50.8,N,Y,EF-003,EF-003,2012,12,710
2041,TA-01336,S-0064,Yes,15,7.767508889,NUT-FLARED,0.009,1,,nan,0,,nan,0,SP-0019,6.35,0.71,95,6,19.05,N,N,EF-008,NONE,2011,11,320
2042,TA-01336,S-0064,Yes,20,6.821608809,NUT-FLARED,0.009,1,,nan,0,,nan,0,SP-0019,6.35,0.71,95,6,19.05,N,N,EF-008,NONE,2011,11,320
2043,TA-01336,S-0064,Yes,25,6.254068761,NUT-FLARED,0.009,1,,nan,0,,nan,0,SP-0019,6.35,0.71,95,6,19.05,N,N,EF-008,NONE,2011,11,320
2044,TA-01336,S-0064,Yes,30,5.878490789,NUT-FLARED,0.009,1,,nan,0,,nan,0,SP-0019,6.35,0.71,95,6,19.05,N,N,EF-008,NONE,2011,11,320
2045,TA-01343,S-0066,Yes,1,22.12849774,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2046,TA-01343,S-0066,Yes,2,12.5637787,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2047,TA-01343,S-0066,Yes,5,6.824390868,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2048,TA-01343,S-0066,Yes,10,4.913116296,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2049,TA-01343,S-0066,Yes,25,3.764125905,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2050,TA-01343,S-0066,Yes,50,3.449753231,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2051,TA-01343,S-0066,Yes,100,3.307868219,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2052,TA-01343,S-0066,Yes,250,3.221624389,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,148,10,19.05,N,N,EF-008,EF-008,2013,8,954
2053,TA-01349,S-0066,Yes,1,21.8530739,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2054,TA-01349,S-0066,Yes,2,12.28835486,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2055,TA-01349,S-0066,Yes,5,6.551749081,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2056,TA-01349,S-0066,Yes,10,4.637692449,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2057,TA-01349,S-0066,Yes,25,3.488702058,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2058,TA-01349,S-0066,Yes,50,3.174329385,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2059,TA-01349,S-0066,Yes,100,3.032444373,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2060,TA-01349,S-0066,Yes,250,2.948982601,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,139,7,19.05,N,N,EF-008,EF-008,2013,6,883
2061,TA-01350,S-0066,Yes,1,22.52355013,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2062,TA-01350,S-0066,Yes,2,12.95883109,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2063,TA-01350,S-0066,Yes,5,7.219443254,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2064,TA-01350,S-0066,Yes,10,5.305386623,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2065,TA-01350,S-0066,Yes,25,4.159178291,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2066,TA-01350,S-0066,Yes,50,3.842023558,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2067,TA-01350,S-0066,Yes,100,3.700138547,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2068,TA-01350,S-0066,Yes,250,3.616676775,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,228,6,19.05,N,N,EF-008,EF-008,2013,8,954
2069,TA-01352,S-0066,Yes,1,22.00330509,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2070,TA-01352,S-0066,Yes,2,12.43858605,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2071,TA-01352,S-0066,Yes,5,6.699198211,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2072,TA-01352,S-0066,Yes,10,4.785141579,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2073,TA-01352,S-0066,Yes,25,3.638933247,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2074,TA-01352,S-0066,Yes,50,3.321778515,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2075,TA-01352,S-0066,Yes,100,3.179893503,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2076,TA-01352,S-0066,Yes,250,3.096431731,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,165,6,19.05,N,N,EF-008,EF-008,2013,6,883
2077,TA-01356,S-0066,Yes,1,21.63050917,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2078,TA-01356,S-0066,Yes,2,12.06579013,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2079,TA-01356,S-0066,Yes,5,6.326402297,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2080,TA-01356,S-0066,Yes,10,4.412345665,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2081,TA-01356,S-0066,Yes,25,3.266137334,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2082,TA-01356,S-0066,Yes,50,2.948982601,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2083,TA-01356,S-0066,Yes,100,2.809879648,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2084,TA-01356,S-0066,Yes,250,2.723635817,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,128,5,19.05,N,N,EF-008,EF-008,2013,6,883
2085,TA-01357,S-0066,Yes,1,21.55539358,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,127,4,19.05,N,N,EF-008,EF-008,2013,6,883
2086,TA-01357,S-0066,Yes,2,11.99067454,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,127,4,19.05,N,N,EF-008,EF-008,2013,6,883
2087,TA-01357,S-0066,Yes,5,6.251286702,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,127,4,19.05,N,N,EF-008,EF-008,2013,6,883
2088,TA-01357,S-0066,Yes,10,4.337230071,NUT-FLARED,0.009,2,,nan,0,,nan,0,SP-0039,6.35,0.71,127,4,19.05,N,N,EF-008,EF-008,2013,6,883
