,tube_assembly_id,supplier,bracket_pricing,quantity,cost,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_2x,end_a,end_x,year,month,day
8177,TA-04657,S-0066,Yes,50,4.54310244098,C-1623,2.0,C-1658,2.0,,0.0,SP-0028,12.7,0.89,33.0,3,38.1,Y,N,EF-003,EF-003,2013,11,1037
8178,TA-04657,S-0066,Yes,100,4.39008919281,C-1623,2.0,C-1658,2.0,,0.0,SP-0028,12.7,0.89,33.0,3,38.1,Y,N,EF-003,EF-003,2013,11,1037
8179,TA-04657,S-0066,Yes,250,4.29828124391,C-1623,2.0,C-1658,2.0,,0.0,SP-0028,12.7,0.89,33.0,3,38.1,Y,N,EF-003,EF-003,2013,11,1037
8180,TA-04658,S-0066,Yes,1,27.9624755874,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8181,TA-04658,S-0066,Yes,2,16.1025578251,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8182,TA-04658,S-0066,Yes,5,8.98605075589,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8183,TA-04658,S-0066,Yes,10,6.6129543798,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8184,TA-04658,S-0066,Yes,25,5.19132220139,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8185,TA-04658,S-0066,Yes,50,4.78235951993,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8186,TA-04658,S-0066,Yes,100,4.59596156307,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8187,TA-04658,S-0066,Yes,250,4.48189714171,C-1623,1.0,C-1630,1.0,C-1647,1.0,,15.88,1.65,43.0,4,38.1,N,N,EF-003,EF-003,2013,9,975
8188,TA-04659,S-0066,Yes,1,28.2879764972,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8189,TA-04659,S-0066,Yes,2,16.4280587348,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8190,TA-04659,S-0066,Yes,5,9.31433372468,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8191,TA-04659,S-0066,Yes,10,6.94123734859,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8192,TA-04659,S-0066,Yes,25,5.51682311112,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8193,TA-04659,S-0066,Yes,50,5.11064248872,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8194,TA-04659,S-0066,Yes,100,4.92424453186,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8195,TA-04659,S-0066,Yes,250,4.8101801105,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8196,TA-04660,S-0066,Yes,1,28.2879764972,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8197,TA-04660,S-0066,Yes,2,16.4280587348,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8198,TA-04660,S-0066,Yes,5,9.31433372468,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8199,TA-04660,S-0066,Yes,10,6.94123734859,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8200,TA-04660,S-0066,Yes,25,5.51682311112,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8201,TA-04660,S-0066,Yes,50,5.11064248872,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8202,TA-04660,S-0066,Yes,100,4.92424453186,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8203,TA-04660,S-0066,Yes,250,4.8101801105,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,77.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
8204,TA-04661,S-0066,Yes,1,27.4950896658,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8205,TA-04661,S-0066,Yes,2,15.6351719034,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8206,TA-04661,S-0066,Yes,5,8.51866483422,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8207,TA-04661,S-0066,Yes,10,6.14556845813,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8208,TA-04661,S-0066,Yes,25,4.72393627972,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8209,TA-04661,S-0066,Yes,50,4.31497359826,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8210,TA-04661,S-0066,Yes,100,4.1285756414,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8211,TA-04661,S-0066,Yes,250,4.0172932791,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.65,17.0,2,19.05,Y,N,EF-003,EF-003,2013,7,913
8212,TA-04663,S-0066,Yes,1,28.4131691548,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8213,TA-04663,S-0066,Yes,2,16.5532513924,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8214,TA-04663,S-0066,Yes,5,9.43674432321,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8215,TA-04663,S-0066,Yes,10,7.06364794712,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8216,TA-04663,S-0066,Yes,25,5.64201576871,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8217,TA-04663,S-0066,Yes,50,5.23305308725,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8218,TA-04663,S-0066,Yes,100,5.0466551304,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8219,TA-04663,S-0066,Yes,250,4.93259070904,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,85.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8220,TA-04664,S-0066,Yes,1,26.8162672557,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8221,TA-04664,S-0066,Yes,2,16.6255849279,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8222,TA-04664,S-0066,Yes,5,10.5134011785,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8223,TA-04664,S-0066,Yes,10,8.4741518893,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8224,TA-04664,S-0066,Yes,25,7.25282796303,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8225,TA-04664,S-0066,Yes,50,6.91063469895,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8226,TA-04664,S-0066,Yes,100,6.75762145079,C-1734,1.0,,0.0,,0.0,SP-0029,25.4,1.65,53.0,3,50.8,Y,N,EF-003,EF-017,2014,2,1128
8227,TA-04666,S-0066,Yes,1,29.3284665847,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8228,TA-04666,S-0066,Yes,2,17.4685488224,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8229,TA-04666,S-0066,Yes,5,10.3520417531,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8230,TA-04666,S-0066,Yes,10,7.97894537705,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8231,TA-04666,S-0066,Yes,25,6.55731319864,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8232,TA-04666,S-0066,Yes,50,6.14835051718,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8233,TA-04666,S-0066,Yes,100,5.96195256033,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8234,TA-04666,S-0066,Yes,250,5.85067019803,C-1624,1.0,C-1631,1.0,C-1648,1.0,SP-0029,19.05,2.41,138.0,4,50.8,N,N,EF-003,EF-003,2013,10,1005
8235,TA-04667,S-0066,Yes,1,29.8375833922,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8236,TA-04667,S-0066,Yes,2,17.9776656299,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8237,TA-04667,S-0066,Yes,5,10.8639406197,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8238,TA-04667,S-0066,Yes,10,8.49084424364,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8239,TA-04667,S-0066,Yes,25,7.06921206523,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8240,TA-04667,S-0066,Yes,50,6.66024938377,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8241,TA-04667,S-0066,Yes,100,6.47385142692,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8242,TA-04667,S-0066,Yes,250,6.35978700556,C-1622,1.0,C-1629,1.0,C-2004,1.0,SP-0029,12.7,1.65,59.0,4,38.1,N,N,EF-003,EF-003,2013,6,883
8258,TA-04701,S-0066,Yes,1,39.8029189364,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8259,TA-04701,S-0066,Yes,2,30.2381998965,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8260,TA-04701,S-0066,Yes,5,24.5015941198,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8261,TA-04701,S-0066,Yes,10,22.5875374882,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8262,TA-04701,S-0066,Yes,25,21.4413291565,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8263,TA-04701,S-0066,Yes,50,21.124174424,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8264,TA-04701,S-0066,Yes,100,20.982289412,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8265,TA-04701,S-0066,Yes,250,20.8988276403,C-1623,1.0,C-1630,1.0,C-0211,1.0,SP-0029,15.88,1.65,209.0,6,31.75,N,N,EF-003,EF-003,2013,9,975
8266,TA-04704,S-0066,Yes,1,28.1711300167,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8267,TA-04704,S-0066,Yes,2,16.3112122544,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8268,TA-04704,S-0066,Yes,5,9.19748724426,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8269,TA-04704,S-0066,Yes,10,6.82439086817,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8270,TA-04704,S-0066,Yes,25,5.40275868976,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8271,TA-04704,S-0066,Yes,50,4.9937960083,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8272,TA-04704,S-0066,Yes,100,4.80739805145,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8273,TA-04704,S-0066,Yes,250,4.69333363009,C-1621,2.0,C-1628,2.0,,0.0,SP-0029,9.52,1.24,114.0,5,19.05,N,N,EF-003,EF-003,2013,7,913
8275,TA-04717,S-0066,Yes,1,22.6904736734,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8276,TA-04717,S-0066,Yes,2,13.1257546335,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8277,TA-04717,S-0066,Yes,5,7.38636679779,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8278,TA-04717,S-0066,Yes,10,5.47509222526,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8279,TA-04717,S-0066,Yes,25,4.32610183449,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8280,TA-04717,S-0066,Yes,50,4.01172916099,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8281,TA-04717,S-0066,Yes,100,3.86984414905,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8282,TA-04717,S-0066,Yes,250,3.78360031827,C-1631,2.0,C-2027,2.0,,0.0,SP-0029,19.05,1.65,109.0,6,50.8,N,N,EF-003,EF-003,2013,9,975
8283,TA-04721,S-0066,Yes,1,28.4048229776,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8284,TA-04721,S-0066,Yes,2,16.5449052152,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8285,TA-04721,S-0066,Yes,5,9.42839814604,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8286,TA-04721,S-0066,Yes,10,7.058083829,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8287,TA-04721,S-0066,Yes,25,5.63366959154,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8288,TA-04721,S-0066,Yes,50,5.22748896914,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8289,TA-04721,S-0066,Yes,100,5.03830895322,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8290,TA-04721,S-0066,Yes,250,4.92702659092,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,84.0,6,38.1,N,N,EF-003,EF-003,2013,9,975
8291,TA-04723,S-0066,Yes,1,134.479170724,C-1779,1.0,C-1781,1.0,,0.0,SP-0029,19.05,3.05,13.0,0,0.0,N,N,EF-023,EF-023,2013,4,844
8292,TA-04723,S-0066,Yes,5,42.8687480178,C-1779,1.0,C-1781,1.0,,0.0,SP-0029,19.05,3.05,13.0,0,0.0,N,N,EF-023,EF-023,2013,4,844
8300,TA-04734,S-0066,Yes,1,32.1355641738,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8301,TA-04734,S-0066,Yes,2,20.2756464114,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8302,TA-04734,S-0066,Yes,5,13.1591393422,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8303,TA-04734,S-0066,Yes,10,10.7888250252,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8304,TA-04734,S-0066,Yes,25,9.36441078771,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8305,TA-04734,S-0066,Yes,50,8.95544810625,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8306,TA-04734,S-0066,Yes,100,8.7690501494,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8307,TA-04734,S-0066,Yes,250,8.65776778709,C-0440,1.0,C-0448,1.0,C-0449,1.0,SP-0035,12.7,1.65,141.0,3,38.1,N,N,EF-003,EF-018,2013,6,905
8309,TA-04737,S-0066,Yes,1,20.5621984943,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8310,TA-04737,S-0066,Yes,2,10.9974794545,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8311,TA-04737,S-0066,Yes,5,5.25809161877,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8312,TA-04737,S-0066,Yes,10,3.34403498717,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8313,TA-04737,S-0066,Yes,25,2.19782665546,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8314,TA-04737,S-0066,Yes,50,1.8806719229,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8315,TA-04737,S-0066,Yes,100,1.74156897003,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8316,TA-04737,S-0066,Yes,250,1.65532513924,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,35.0,2,38.1,N,N,EF-008,EF-008,2013,6,883
8317,TA-04738,S-0066,Yes,1,20.5204676085,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8318,TA-04738,S-0066,Yes,2,10.9557485686,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8319,TA-04738,S-0066,Yes,5,5.21914279196,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8320,TA-04738,S-0066,Yes,10,3.30508616037,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8321,TA-04738,S-0066,Yes,25,2.1560957696,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8322,TA-04738,S-0066,Yes,50,1.8417230961,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8323,TA-04738,S-0066,Yes,100,1.69983808416,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8324,TA-04738,S-0066,Yes,250,1.61637631244,C-1845,2.0,C-1846,2.0,,0.0,SP-0035,6.35,0.89,30.0,0,0.0,N,N,EF-018,NONE,2013,8,947
8326,TA-04744,S-0066,Yes,1,20.6873911519,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8327,TA-04744,S-0066,Yes,2,11.1226721121,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8328,TA-04744,S-0066,Yes,5,5.38328427636,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8329,TA-04744,S-0066,Yes,10,3.46922764476,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8330,TA-04744,S-0066,Yes,25,2.32301931305,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8331,TA-04744,S-0066,Yes,50,2.00586458049,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8332,TA-04744,S-0066,Yes,100,1.86397956856,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8333,TA-04744,S-0066,Yes,250,1.78051779683,C-1312,2.0,,0.0,,0.0,SP-0019,6.35,0.71,38.0,2,38.1,N,N,EF-008,EF-008,2013,7,919
8334,TA-04745,S-0066,Yes,1,21.3439570895,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8335,TA-04745,S-0066,Yes,2,11.7792380497,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8336,TA-04745,S-0066,Yes,5,6.03985021394,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8337,TA-04745,S-0066,Yes,10,4.1285756414,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8338,TA-04745,S-0066,Yes,25,2.97958525064,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8339,TA-04745,S-0066,Yes,50,2.66243051808,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8340,TA-04745,S-0066,Yes,100,2.5233275652,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8341,TA-04745,S-0066,Yes,250,2.43708373441,C-0823,2.0,,0.0,,0.0,SP-0019,9.52,0.71,154.0,5,38.1,N,N,EF-008,EF-008,2013,6,883
8347,TA-04750,S-0066,Yes,1,21.5053165149,C-0448,2.0,C-0449,2.0,,0.0,SP-0035,12.7,1.24,32.0,3,38.1,N,N,EF-008,EF-008,2013,11,1037
8348,TA-04750,S-0066,Yes,2,11.940597475,C-0448,2.0,C-0449,2.0,,0.0,SP-0035,12.7,1.24,32.0,3,38.1,N,N,EF-008,EF-008,2013,11,1037
8349,TA-04750,S-0066,Yes,5,6.20120963928,C-0448,2.0,C-0449,2.0,,0.0,SP-0035,12.7,1.24,32.0,3,38.1,N,N,EF-008,EF-008,2013,11,1037
8350,TA-04750,S-0066,Yes,10,4.28993506674,C-0448,2.0,C-0449,2.0,,0.0,SP-0035,12.7,1.24,32.0,3,38.1,N,N,EF-008,EF-008,2013,11,1037
