,Unnamed: 0,Unnamed: 0.1,tube_assembly_id,supplier,bracket_pricing,quantity,cost,component_id_1_name,quantity_1,component_id_2_name,quantity_2,component_id_3_name,quantity_3,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_2x,end_a,end_x,year,month,day
6228,6228,7342,TA-04155,S-0066,Yes,25,2.759802585,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6229,6229,7343,TA-04155,S-0066,Yes,50,2.445429912,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6230,6230,7344,TA-04155,S-0066,Yes,100,2.3035449,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6231,6231,7345,TA-04155,S-0066,Yes,250,2.220083128,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6232,6232,7346,TA-04156,S-0066,Yes,1,21.12417442,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6233,6233,7347,TA-04156,S-0066,Yes,2,11.55945538,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6234,6234,7348,TA-04156,S-0066,Yes,5,5.822849607,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6235,6235,7349,TA-04156,S-0066,Yes,10,3.908792976,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6236,6236,7350,TA-04156,S-0066,Yes,25,2.759802585,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6237,6237,7351,TA-04156,S-0066,Yes,50,2.445429912,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6238,6238,7352,TA-04156,S-0066,Yes,100,2.3035449,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6239,6239,7353,TA-04156,S-0066,Yes,250,2.220083128,NUT-FLARED,2,,0,,0,SP-0019,6.35,0.71,75.0,4,19.05,N,N,EF-008,EF-008,2013,7,919
6240,6240,7354,TA-04157,S-0066,Yes,1,21.68615035,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6241,6241,7355,TA-04157,S-0066,Yes,2,12.12143131,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6242,6242,7356,TA-04157,S-0066,Yes,5,6.382043478,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6243,6243,7357,TA-04157,S-0066,Yes,10,4.467986846,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6244,6244,7358,TA-04157,S-0066,Yes,25,3.321778515,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6245,6245,7359,TA-04157,S-0066,Yes,50,3.004623782,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6246,6246,7360,TA-04157,S-0066,Yes,100,2.86273877,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6247,6247,7361,TA-04157,S-0066,Yes,250,2.779276998,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,67.0,2,19.05,N,N,EF-003,EF-003,2013,8,947
6248,6248,7362,TA-04158,S-0066,Yes,1,22.83235869,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6249,6249,7363,TA-04158,S-0066,Yes,2,13.26763965,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6250,6250,7364,TA-04158,S-0066,Yes,5,7.52825181,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6251,6251,7365,TA-04158,S-0066,Yes,10,5.614195178,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6252,6252,7366,TA-04158,S-0066,Yes,25,4.467986846,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6253,6253,7367,TA-04158,S-0066,Yes,50,4.150832114,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6254,6254,7368,TA-04158,S-0066,Yes,100,4.008947102,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6255,6255,7369,TA-04158,S-0066,Yes,250,3.92548533,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,6.35,0.89,201.0,6,19.05,N,N,EF-003,EF-003,2013,8,954
6256,6256,7370,TA-04159,S-0066,Yes,1,22.21474157,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6257,6257,7371,TA-04159,S-0066,Yes,2,12.65002253,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6258,6258,7372,TA-04159,S-0066,Yes,5,6.910634699,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6259,6259,7373,TA-04159,S-0066,Yes,10,4.996578067,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6260,6260,7374,TA-04159,S-0066,Yes,25,3.850369736,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6261,6261,7375,TA-04159,S-0066,Yes,50,3.533215003,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6262,6262,7376,TA-04159,S-0066,Yes,100,3.39411205,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6263,6263,7377,TA-04159,S-0066,Yes,250,3.307868219,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,121.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6264,6264,7378,TA-04160,S-0066,Yes,1,22.03668979,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6265,6265,7379,TA-04160,S-0066,Yes,2,12.47197076,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6266,6266,7380,TA-04160,S-0066,Yes,5,6.735364978,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6267,6267,7381,TA-04160,S-0066,Yes,10,4.821308347,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6268,6268,7382,TA-04160,S-0066,Yes,25,3.672317956,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6269,6269,7383,TA-04160,S-0066,Yes,50,3.357945282,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6270,6270,7384,TA-04160,S-0066,Yes,100,3.216060271,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6271,6271,7385,TA-04160,S-0066,Yes,250,3.132598499,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,95.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6272,6272,7386,TA-04161,S-0066,Yes,1,22.1451901,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6273,6273,7387,TA-04161,S-0066,Yes,2,12.58047106,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6274,6274,7388,TA-04161,S-0066,Yes,5,6.843865282,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6275,6275,7389,TA-04161,S-0066,Yes,10,4.92980865,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6276,6276,7390,TA-04161,S-0066,Yes,25,3.780818259,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6277,6277,7391,TA-04161,S-0066,Yes,50,3.466445586,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6278,6278,7392,TA-04161,S-0066,Yes,100,3.324560574,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6279,6279,7393,TA-04161,S-0066,Yes,250,3.241098802,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,111.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6280,6280,7394,TA-04162,S-0066,Yes,1,22.50685778,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6281,6281,7395,TA-04162,S-0066,Yes,2,12.94213874,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6282,6282,7396,TA-04162,S-0066,Yes,5,7.2027509,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6283,6283,7397,TA-04162,S-0066,Yes,10,5.288694268,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6284,6284,7398,TA-04162,S-0066,Yes,25,4.142485937,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6285,6285,7399,TA-04162,S-0066,Yes,50,3.825331204,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6286,6286,7400,TA-04162,S-0066,Yes,100,3.686228251,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6287,6287,7401,TA-04162,S-0066,Yes,250,3.59998442,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0035,9.52,1.65,164.0,4,31.75,N,N,EF-003,EF-003,2013,8,944
6288,6288,7402,TA-04166,S-0066,Yes,1,22.02556156,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6289,6289,7403,TA-04166,S-0066,Yes,2,12.46084252,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6290,6290,7404,TA-04166,S-0066,Yes,5,6.721454683,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6291,6291,7405,TA-04166,S-0066,Yes,10,4.810180111,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6292,6292,7406,TA-04166,S-0066,Yes,25,3.66118972,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6293,6293,7407,TA-04166,S-0066,Yes,50,3.346817046,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6294,6294,7408,TA-04166,S-0066,Yes,100,3.204932034,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6295,6295,7409,TA-04166,S-0066,Yes,250,3.121470263,NUT-FLARED,2,,0,,0,SP-0039,6.35,0.71,176.0,5,19.05,N,N,EF-008,EF-008,2013,8,954
6296,6296,7410,TA-04168,S-0066,Yes,1,29.5176466,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6297,6297,7411,TA-04168,S-0066,Yes,2,17.65772884,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6298,6298,7412,TA-04168,S-0066,Yes,5,10.54122177,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6299,6299,7413,TA-04168,S-0066,Yes,10,8.170907452,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6300,6300,7414,TA-04168,S-0066,Yes,25,6.746493215,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6301,6301,7415,TA-04168,S-0066,Yes,50,6.337530533,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6302,6302,7416,TA-04168,S-0066,Yes,100,6.151132576,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6303,6303,7417,TA-04168,S-0066,Yes,250,6.039850214,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,225.0,9,19.05,N,N,EF-003,NONE,2013,11,1037
6304,6304,7418,TA-04169,S-0066,Yes,1,29.51208248,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6305,6305,7419,TA-04169,S-0066,Yes,2,17.65216472,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6306,6306,7420,TA-04169,S-0066,Yes,5,10.53565765,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6307,6307,7421,TA-04169,S-0066,Yes,10,8.162561275,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6308,6308,7422,TA-04169,S-0066,Yes,25,6.740929096,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6309,6309,7423,TA-04169,S-0066,Yes,50,6.331966415,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6310,6310,7424,TA-04169,S-0066,Yes,100,6.145568458,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6311,6311,7425,TA-04169,S-0066,Yes,250,6.031504037,CONNECTOR-SEAL,2,,0,,0,SP-0028,6.35,0.89,224.0,9,19.05,N,N,EF-003,EF-003,2013,11,1037
6312,6312,7426,TA-04170,S-0066,Yes,1,21.36621356,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6313,6313,7427,TA-04170,S-0066,Yes,2,11.80149452,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6314,6314,7428,TA-04170,S-0066,Yes,5,6.062106686,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6315,6315,7429,TA-04170,S-0066,Yes,10,4.148050055,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6316,6316,7430,TA-04170,S-0066,Yes,25,3.001841723,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6317,6317,7431,TA-04170,S-0066,Yes,50,2.684686991,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6318,6318,7432,TA-04170,S-0066,Yes,100,2.542801979,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6319,6319,7433,TA-04170,S-0066,Yes,250,2.459340207,NUT-SWIVEL,2,SLEEVE-ORFS,2,,0,SP-0029,9.52,0.89,22.0,2,31.75,N,N,EF-003,EF-003,2013,7,913
6320,6320,7436,TA-04183,S-0066,Yes,1,29.64562132,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6321,6321,7437,TA-04183,S-0066,Yes,2,17.78570355,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6322,6322,7438,TA-04183,S-0066,Yes,5,10.66919649,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6323,6323,7439,TA-04183,S-0066,Yes,10,8.29610011,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6324,6324,7440,TA-04183,S-0066,Yes,25,6.874467931,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6325,6325,7441,TA-04183,S-0066,Yes,50,6.46550525,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6326,6326,7442,TA-04183,S-0066,Yes,100,6.279107293,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6327,6327,7443,TA-04183,S-0066,Yes,250,6.167824931,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,25.4,2.41,139.0,5,50.8,N,N,EF-003,EF-003,2013,10,1005
6328,6328,7445,TA-04187,S-0066,Yes,3,29.30621011,,0,,0,,0,SP-0046,66.7,7.9,130.0,2,177.8,N,N,NONE,NONE,2011,8,213
6329,6329,7446,TA-04187,S-0066,Yes,5,22.99650017,,0,,0,,0,SP-0046,66.7,7.9,130.0,2,177.8,N,N,NONE,NONE,2011,8,213
6330,6330,7447,TA-04187,S-0066,Yes,10,18.26978183,,0,,0,,0,SP-0046,66.7,7.9,130.0,2,177.8,N,N,NONE,NONE,2011,8,213
6331,6331,7448,TA-04187,S-0066,Yes,15,16.69235435,,0,,0,,0,SP-0046,66.7,7.9,130.0,2,177.8,N,N,NONE,NONE,2011,8,213
6332,6332,7450,TA-04193,S-0072,Yes,1,12.49144517,NUT-FLARED,2,SLEEVE-ORFS,2,,0,SP-0035,25.4,1.65,78.0,4,50.8,N,N,EF-018,EF-018,2013,1,747
6333,6333,7451,TA-04193,S-0072,Yes,5,12.43302193,NUT-FLARED,2,SLEEVE-ORFS,2,,0,SP-0035,25.4,1.65,78.0,4,50.8,N,N,EF-018,EF-018,2013,5,853
6334,6334,7452,TA-04193,S-0072,Yes,10,10.48279853,NUT-FLARED,2,SLEEVE-ORFS,2,,0,SP-0035,25.4,1.65,78.0,4,50.8,N,N,EF-018,EF-018,2013,5,853
6335,6335,7453,TA-04193,S-0072,Yes,15,8.763486031,NUT-FLARED,2,SLEEVE-ORFS,2,,0,SP-0035,25.4,1.65,78.0,4,50.8,N,N,EF-018,EF-018,2013,5,853
6336,6336,7454,TA-04193,S-0072,Yes,20,7.745252416,NUT-FLARED,2,SLEEVE-ORFS,2,,0,SP-0035,25.4,1.65,78.0,4,50.8,N,N,EF-018,EF-018,2013,5,853
6337,6337,7461,TA-04215,S-0041,Yes,5,22.32602394,ELBOW,2,nan,0,CONNECTOR-WELD,1,SP-0029,15.88,1.65,66.0,2,31.75,N,N,EF-003,EF-003,2012,7,574
6338,6338,7462,TA-04215,S-0041,Yes,10,14.60581005,ELBOW,2,nan,0,CONNECTOR-WELD,1,SP-0029,15.88,1.65,66.0,2,31.75,N,N,EF-003,EF-003,2012,7,574
6339,6339,7463,TA-04215,S-0041,Yes,15,11.89330247,ELBOW,2,nan,0,CONNECTOR-WELD,1,SP-0029,15.88,1.65,66.0,2,31.75,N,N,EF-003,EF-003,2012,7,574
6340,6340,7464,TA-04217,S-0041,Yes,5,22.81288427,NUT-SWIVEL,2,SLEEVE-ORFS,2,CONNECTOR-WELD,1,SP-0029,15.88,1.65,1333.0,6,31.75,N,N,EF-003,EF-003,2014,5,1228
6341,6341,7465,TA-04217,S-0041,Yes,10,13.21478052,NUT-SWIVEL,2,SLEEVE-ORFS,2,CONNECTOR-WELD,1,SP-0029,15.88,1.65,1333.0,6,31.75,N,N,EF-003,EF-003,2014,5,1228
6342,6342,7466,TA-04217,S-0041,Yes,15,10.01541261,NUT-SWIVEL,2,SLEEVE-ORFS,2,CONNECTOR-WELD,1,SP-0029,15.88,1.65,1333.0,6,31.75,N,N,EF-003,EF-003,2014,5,1228
6343,6343,7476,TA-04223,S-0041,Yes,10,12.79747166,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,15.88,1.65,133.0,3,31.75,N,N,EF-003,EF-003,2012,10,668
6344,6344,7477,TA-04223,S-0041,Yes,15,10.16842586,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,15.88,1.65,133.0,3,31.75,N,N,EF-003,EF-003,2012,10,668
6345,6345,7478,TA-04223,S-0041,Yes,25,8.415728649,NUT-SWIVEL,1,SLEEVE-ORFS,1,CONNECTOR-SEAL,1,SP-0029,15.88,1.65,133.0,3,31.75,N,N,EF-003,EF-003,2012,10,668
6346,6346,7483,TA-04229,S-0066,Yes,1,21.41072651,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0035,9.52,0.89,34.0,3,19.05,N,N,EF-003,EF-017,2014,1,1118
6347,6347,7484,TA-04229,S-0066,Yes,2,11.84600747,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0035,9.52,0.89,34.0,3,19.05,N,N,EF-003,EF-017,2014,1,1118
6348,6348,7485,TA-04229,S-0066,Yes,5,6.106619631,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0035,9.52,0.89,34.0,3,19.05,N,N,EF-003,EF-017,2014,1,1118
6349,6349,7486,TA-04229,S-0066,Yes,10,4.195345059,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0035,9.52,0.89,34.0,3,19.05,N,N,EF-003,EF-017,2014,1,1118
6350,6350,7487,TA-04229,S-0066,Yes,25,3.046354668,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0035,9.52,0.89,34.0,3,19.05,N,N,EF-003,EF-017,2014,1,1118
6351,6351,7488,TA-04229,S-0066,Yes,50,2.731981995,NUT-SWIVEL,1,SLEEVE-ORFS,1,,0,SP-0035,9.52,0.89,34.0,3,19.05,N,N,EF-003,EF-017,2014,1,1118
6352,6352,7492,TA-04235,S-0066,Yes,1,24.64904325,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
6353,6353,7493,TA-04235,S-0066,Yes,2,14.45836092,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
6354,6354,7494,TA-04235,S-0066,Yes,5,8.343395114,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
6355,6355,7495,TA-04235,S-0066,Yes,10,6.304145824,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
6356,6356,7496,TA-04235,S-0066,Yes,25,5.082821898,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
6357,6357,7497,TA-04235,S-0066,Yes,50,4.740628634,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
6358,6358,7498,TA-04235,S-0066,Yes,100,4.587615386,NUT-SWIVEL,1,CONNECTOR-SEAL,1,SLEEVE-REDUCER,1,SP-0029,19.05,2.11,22.0,1,50.8,N,N,EF-003,EF-003,2013,10,1005
